1,313800
2,144549
3,309143
4,309143
5,304470
2,309143
2,314347
2,314352
2,314627
6,309143
9,314347
9,309143
206,43411
69,339385
74,313747
76,313747
15,314347
17,315010
18,198254
20,309143
209,47982
235,48362
183,50848
74,320386
32,309143
33,304470
69,334414
69,326167
69,314352
39,315010
69,318608
32,314347
156,69089
76,320386
156,204153
156,326298
246,343972
246,318608
246,325795
246,339385
246,326298
246,334410
69,314627
69,330509
250,344077
32,314352
32,314627
69,325795
105,315010
106,315010
107,315010
250,344078
251,344077
32,318608
251,344078
167,344083
168,344078
252,204166
253,204153
254,348382
257,313747
69,309143
69,314347
257,348351
259,315009
260,315009
176,344083
260,350009
125,322827
126,315010
127,204166
128,69089
263,341035
133,187178
133,69373
134,303937
134,303512
134,341096
134,303517
135,204153
69,326298
138,204752
138,204855
69,334410
246,326167
255,304455
255,348382
258,315010
261,344465
261,348410
241,51644
198,54582
234,57449
227,60019
234,62158
195,62248
241,69174
196,69286
191,69344
209,69429
204,69720
206,70185
192,70967
241,71067
203,75112
203,75235
241,75253
256,644832
256,348382
262,344078
241,75528
241,75568
241,76382
241,76502
241,77152
241,77155
241,77572
241,77573
203,77787
241,77925
241,77943
241,77950
241,78182
241,78225
241,78473
241,78626
205,78867
191,79083
241,80618
182,81793
241,81982
241,82381
211,82758
191,82930
241,84505
241,85068
241,85069
241,85554
241,85854
241,86130
241,86180
241,86246
203,86251
241,86540
241,86549
210,86675
203,86739
241,86798
241,87490
241,87508
197,87944
235,88436
182,88444
195,88449
241,90881
186,94286
195,95379
241,96672
241,97690
190,99071
211,100064
182,101501
184,103024
205,103318
229,103560
230,103774
211,104583
235,104804
234,105045
186,105266
189,105418
241,109212
235,109312
241,111538
229,111996
241,113000
195,113047
241,113878
203,113922
191,114507
203,114912
241,114922
234,115129
235,115130
189,116846
241,117900
241,118320
241,118632
241,118824
182,120216
203,120353
241,120400
241,120701
241,121074
241,121224
241,121795
241,122092
193,122342
203,122915
241,123322
205,123906
241,124206
241,124413
195,124560
241,124724
211,125034
211,125847
229,125908
241,126109
241,126812
241,126945
192,127811
241,127902
241,128212
236,128606
235,131025
241,131739
241,134533
234,135844
229,137776
182,138453
182,138459
203,139017
241,139064
241,139636
191,140977
191,141822
241,142139
235,142982
197,143567
234,144848
198,145331
203,147270
234,147298
235,147420
241,149545
203,149550
241,149940
241,150019
241,150052
241,150289
211,150329
232,150691
205,150729
199,151016
201,154554
203,155072
189,155264
241,155333
241,155529
241,156106
241,156375
241,156413
241,157975
241,159234
203,159243
203,159466
211,159918
211,159970
241,160145
241,160148
241,160149
241,160150
241,160151
241,160155
241,160159
241,160403
241,160406
241,160457
212,160784
203,161327
241,161342
241,161835
241,161860
241,161932
241,162158
241,162487
241,162710
205,162752
241,163160
241,163650
235,163807
241,164100
241,164185
241,165065
196,165186
241,165251
241,165315
182,166192
241,166842
241,166862
241,167024
205,167989
206,168527
241,169025
208,171236
241,171374
241,171485
241,171896
241,172061
203,172369
241,172801
201,173104
197,173705
241,173799
241,173828
210,174253
241,174364
232,174366
195,174473
235,176398
241,176480
241,176620
241,176622
234,176656
241,178363
241,180738
241,181111
211,182659
241,182731
241,182988
191,184301
241,184922
241,184980
241,184989
241,185025
241,185031
212,185073
241,185075
241,185312
241,185385
241,186150
213,186458
241,186585
241,186786
241,187481
241,188124
232,190267
196,190689
188,191164
241,191500
241,191741
241,192001
241,192072
232,192367
216,193099
217,193124
219,193132
219,193251
226,193346
227,194550
241,195185
210,197145
232,197160
241,197223
232,197288
233,197695
241,197833
241,197959
205,198313
203,198342
189,199018
241,199190
241,200212
241,200239
241,200287
241,200471
241,200540
241,200542
241,200650
236,200724
237,201872
241,201880
241,201906
239,202294
240,202586
195,202707
203,202741
241,202916
241,203047
241,204245
241,204303
205,367070
224,367174
241,368421
207,639322
207,639376
265,653520
266,204153
269,204153
271,348410
273,344078
275,644832
276,348351
278,315010
280,66460
281,313748
282,313748
282,313747
282,639885
283,304455
283,348382
284,313747
284,348351
285,313747
285,348351
286,313754
286,84007
293,325878
293,84007
294,84007
305,88402
305,661871
305,60581
305,661872
305,102879
306,84007
307,644832
310,326298
311,671755
312,677855
312,326298
313,84007
314,315010
280,693181
315,84007
316,84007
317,304470
318,698381
319,315010
320,344468
320,348410
321,344078
322,344078
323,341114
324,315010
324,712753
324,351558
324,350022
325,313748
326,341632
327,644832
327,348382
327,304470
328,348351
329,712753
330,84007
330,693181
331,304470
331,348382
332,315010
332,657971
332,350009
333,84007
334,344078
335,315010
336,348410
337,348351
338,731227
339,731230
340,698383
340,698381
341,193123
341,193243
341,193037
342,718103
343,731228
344,84007
345,320386
